,essay_id,essay_set,essay,final_score,clean_essay,char_count,word_count,sent_count,avg_word_len,spell_err_count,noun_count,adj_count,verb_count,adv_count
220,221,7,"I was patiEnt wen I saw a huge bass jump out from at my cottage. I waited and ate break fast and then went fishing. My little brother wanted to go fishing too. So I was patient enough to wait for him to get a new bait tie it and come out. So we get out front and he catchs a small bass so I unhooked it and brought him over to show mum and dad wat he had caught but little did I realize that a huge pound bass was rooming around out there. So as soon as I got out there first cast A huge bass take my bate. At first I thought I caught a carp. but wen I saw that pound bass jumip with my bait in its mouth I shaking with exeitment! When I showed that fish to my dad he about fainted and the same with me, my mom and my little brother cody. And right now that fish is at the tax adermy.",8,I patiEnt wen I saw huge bass jump cottage  I waited ate break fast went fishing  My little brother wanted go fishing  So I patient enough wait get new bait tie come  So get front catchs small bass I unhooked brought show mum dad wat caught little I realize huge pound bass rooming around  So soon I got first cast A huge bass take bate  At first I thought I caught carp  wen I saw pound bass jumip bait mouth I shaking exeitment  When I showed fish dad fainted  mom little brother cody  And right fish tax adermy ,604,170,10,3.552941176470588,8,33,32,16,15
221,222,7,"One day on my way to school I went to pick up my friend he told me that he had this new game called call of duty world at war he just kept on talking about it and what he dose online then last class of the day he sat by me and said I cant wait to go home and play my new game then I said cool then he said start complaining but I have to wait one more hour. I told him just be patient and wait then he said your right itâs not like itâs going anywhere I can play it anytime then he told me wana come over and play then we both went to his house and prayed the game, I told his remember to always be patent till the time is here.",5,One day way school I went pick friend told new game called call duty world war kept talking dose online last class day sat said I cant wait go home play new game I said cool said start complaining I wait one hour  I told patient wait said right its like its going anywhere I play anytime told wana come play went house prayed game  I told remember always patent till time ,485,141,2,3.4397163120567376,3,23,32,8,14
222,223,7,"The one time I was patient was when I was waiting for the new game kill zone I had to come up with bucks. lt for the game and to put it on hold for me I got it the minute the store hade it in the shelvs. The maneger was poking them out so I grabed one and bought it. I went home ploged in my pss and started playing online. I now have Merged all together, the game is realy hard a day one or there was store manegers there one in the back. I do not suggest the game for all are under",5,The one time I patient I waiting new game kill zone I come bucks  lt game put hold I got minute store hade shelvs  The maneger poking I grabed one bought  I went home ploged pss started playing online  I Merged together  game realy hard day one store manegers one back  I suggest game,372,106,6,3.509433962264151,9,23,23,2,7
223,224,7,"One day my family and me where going to to see jimmy, because he was out on a job in fixing a belt line. After me and my brother got home from school we left to go to as we where travelling we seen a lot of things like the city of and all the buildings there . Then we seen a sign that says âyou are how leaving and another sign that said you are how entering and thatâs when it happened the traffic jam. We where going through at how smart was that not very but the worst part was the waiting I t lasted for hours just sitting there but we found ways to away ourselves. Like watch the sea ,waves, and look at the buildings there. Thatâs my example of patience.",5,One day family going see jimmy  job fixing belt line  After brother got home school left go travelling seen lot things like city buildings  Then seen sign says you leaving another sign said entering thats happened traffic jam  We going smart worst part waiting I lasted hours sitting found ways away  Like watch sea  waves  look buildings  Thats example patience ,515,136,6,3.786764705882353,0,27,25,4,6
224,225,7,"Time when I was patient was at the doctor appointment I was standing there, calm quiet. When the doctor called, me I wasnât nervous. So when the doctor gave me which, didnât have at. Then, me and my mom went home happy. Got some hwigese and watch Then , we had some spaghetti and went to had early for school. Then, I had a good day in school in the grade when I was in land. Then, I went home, do my homework, clean up the house, watch. eat dinner, then went to led has a early start",5,Time I patient doctor appointment I standing  calm quiet  When doctor called  I wasnt nervous  So doctor gave  didnt  Then  mom went home happy  Got hwigese watch Then  spaghetti went early school  Then  I good day school grade I land  Then  I went home  homework  clean house  watch  eat dinner  went led early start,367,99,8,3.707070707070707,3,25,21,7,9
225,226,7,"A time when I had to be patient was on my birthday, about a week before my birthday, me and my dad ordered me an girl doll. I was super excited because it was my first doll. The shipping was a problem, though. The week of my birthday. I kept waiting for the truck to come. I was dissapointed, because the shipped it from and it doesnât take that long to get there. Another week passed and still not here. I had to be extra patient. I could track it online, but I still wasnât happy. The reason why it took so long to get here was because when it was already here, they kept it in the post office. Then finally my mom go ahed to ask when theyâre going to send it and the lady said, âitâs on the way.â A couple minutes later, the doorbell rang. I screamed when I opened her up. It was worth the wait.",6,A time I patient birthday  week birthday  dad ordered girl doll  I super excited first doll  The shipping problem  though  The week birthday  I kept waiting truck come  I dissapointed  shipped doesnt take long get  Another week passed still  I extra patient  I could track online  I still wasnt happy  The reason took long get already  kept post office  Then finally mom go ahed ask theyre going send lady said  its way A couple minutes later  doorbell rang  I screamed I opened  It worth wait ,610,165,13,3.696969696969697,4,29,37,8,15
226,227,7,Patience what can I say it donât have none of personally like things to go quickly I also donât like it when people do things slow.,2,Patience I say dont none personally like things go quickly I also dont like people things slow ,103,28,1,3.6785714285714284,0,6,7,2,3
227,228,7,"Patience is not a natural thing, it's something you have to learn. Taking a three hour carride is a perfect example of patience. Exactly like what I experienced. As we packed our suitcases for city, I contain myself. I was already packed up but mom and dad were standing. ""@CAPS3 you please finish packing see I really want to go! "", I exclaimed ""You'll just have to wait a minute, ""Do ?? But I wait, so I grabed??, threw them in the trunk of our car, and walked to our kitchen to finish reading a book while they packed. After they finished cooking dad was carrying the last of the bags their bedroom to the complain he notice me, setting patiently at the look. He thanked me, saying ""@CAPS5 for being so patient, and just for that, mom and have surprise. For you. He set down the sultans, and briskly walked over to a white plastic had the suddenly pulled at a rectangular favor it was the some in the it wash ? you????????. Kind you so much man ? Replied. This just goes to show that prince really says off. Only if you don't complain of course. !",7,Patience natural thing  s something learn  Taking three hour carride perfect example patience  Exactly like I experienced  As packed suitcases city  I contain  I already packed mom dad standing    CAPS please finish packing see I really want go    I exclaimed  You ll wait minute   Do   But I wait  I grabed    threw trunk car  walked kitchen finish reading book packed  After finished cooking dad carrying last bags bedroom complain notice  setting patiently look  He thanked  saying   CAPS patient   mom surprise  For  He set sultans  briskly walked white plastic suddenly pulled rectangular favor wash           Kind much man  Replied  This goes show prince really says  Only nt complain course  ,801,197,19,4.065989847715736,6,35,49,9,17
228,229,7,The time I was patience was when I was years old when I was years old my mom said I had to go to the dentist it was so it was so my mom waked me up then I said yes Iâm going to sleep she said wake up its time for you to go to the dentist I popped up in and started screaming she was like be quiet because other people in this house is tring to go to sleep I said ok mom she was like go grab you some clothes I like ok so when we had both put on some clothes I was just saying stuff I was like Iâm going to the dentist to get some stickers I just keep saying that so when she pulled up in she parking bf I stopped in and said we here then she parked the car I opened the door in then she parked the car. I opened the door in then my mom signed us in then we sat down it was a lot of people there so when we sat down mins later they called us I was about to yell but then they came so the dentist lady took me to the room in told me to lift my head up for she can put the thing on the so the move doctor came in he was like we are about to clean your teeth. I was crying cause I thought it was gonna hurt so I was crying talking about its gonna hurt so they put the thing on my teeth they said set it donât hurt then they was done mins later so the female lady dentist was like you pick tickers I was so happy because I finally got some stickers so when we left we got in the car on then I went to sleep. that was the day I was patience.,5,The time I patience I years old I years old mom said I go dentist mom waked I said yes Im going sleep said wake time go dentist I popped started screaming like quiet people house tring go sleep I said ok mom like go grab clothes I like ok put clothes I saying stuff I like Im going dentist get stickers I keep saying pulled parking bf I stopped said parked car I opened door parked car  I opened door mom signed us sat lot people sat mins later called us I yell came dentist lady took room told lift head put thing move doctor came like clean teeth  I crying cause I thought gon na hurt I crying talking gon na hurt put thing teeth said set dont hurt done mins later female lady dentist like pick tickers I happy I finally got stickers left got car I went sleep  day I patience ,1107,327,4,3.385321100917431,15,47,91,8,33
229,230,7,"One day I had to be pachent it all started when I raket some leves and I was going to get paid for my work, well I was going to get it the day I whanted it that vary second I had to be pachionto.",2,One day I pachent started I raket leves I going get paid work  well I going get day I whanted vary second I pachionto ,149,45,1,3.311111111111111,5,5,14,3,1
230,231,7,"One of my storys of being patient is this one time was at my uncles nonse and I wanted to play the tboy Well the was like five other kids to and I asked him if I could play and he said I had to be patient. So I sat there and waited like for a hour or two atleast it felt like it and I didnât say a word about it the whole time, then I finally got to play. Thatâs my story about being patient.",5,One storys patient one time uncles nonse I wanted play tboy Well like five kids I asked I could play said I patient  So I sat waited like hour two atleast felt like I didnt say word whole time  I finally got play  Thats story patient ,300,89,3,3.3707865168539324,6,12,20,5,4
231,232,7,"I was when l was about to have an allgen l sat and wait for hours. I had played my For an hour, then l watched tv l got before so l started to pace my parents had to stop me from leaving times l almost left the floor the sixth time. Then l came time for me to go down to the angeo room. It was a fight cause l wanted to walk and they said no. but they won. Then after the angeo l had to lay flat for hours. Then I got to go home",5,I l allgen l sat wait hours  I played For hour  l watched tv l got l started pace parents stop leaving times l almost left floor sixth time  Then l came time go angeo room  It fight cause l wanted walk said   Then angeo l lay flat hours  Then I got go home,324,98,7,3.306122448979592,4,25,24,3,7
232,233,7,"years ago our immigration limit had ran out. We needed green cards to become So we went to an immigration center in deproit. We walked up to the front desk and told the lady we were here. She told us to go sit it in the waiting erea. There was about people there! I knew we were going to be here a while that point forward. We went to the waiting erea. I had no way of amusing myself. It stricktley said in the front, no gaming devices, no musical devices. All phones must be switched off. It was tourcher. After about an hour and a half they called our name. I was so pleased. After we got our finger prints and everything completed and we walked out to the car, my mom said she was very pleased of the way I behaved in that office.",6,years ago immigration limit ran  We needed green cards become So went immigration center deproit  We walked front desk told lady  She told us go sit waiting erea  There people  I knew going point forward  We went waiting erea  I way amusing  It stricktley said front  gaming devices  musical devices  All phones must switched  It tourcher  After hour half called name  I pleased  After got finger prints everything completed walked car  mom said pleased way I behaved office ,571,146,14,3.910958904109589,8,31,35,4,11
233,234,7,"I remember a time when I was patient. I use to be able to wait for anything.one time I was so patient I asked my mom for a game and she said, tomorrow and she got the game the day I asked her. At one time I thought I was the most patient person In my whole family. I am so patient I can wait a month just before I go to cedar point. You have to be burn with patient. Some of my friends are patient but they canât wait as long as I can. Some of them even ask me to teach them how to be patient. I say the same thing to them what I say to everybody who asked me about being patient. You have to be born with patient. Its not something you learn over the years. I could want three week without getting paid from my dad. As some people get older there grow lesser. That doesnât work on everybody. But sometime soon I know my patient will be like everyone else when I get older. Who knows maybe somebody might be more patient than me I the world.",5,I remember time I patient  I use able wait anythingone time I patient I asked mom game said  tomorrow got game day I asked  At one time I thought I patient person In whole family  I patient I wait month I go cedar point  You burn patient  Some friends patient cant wait long I  Some even ask teach patient  I say thing I say everybody asked patient  You born patient  Its something learn years  I could want three week without getting paid dad  As people get older grow lesser  That doesnt work everybody  But sometime soon I know patient like everyone else I get older  Who knows maybe somebody might patient I world ,728,198,15,3.676767676767677,1,31,43,14,13
234,235,7,I have used patience a lot of times but I think the most patience Iâve had was hunting. You just have to sit there not talk and stay still. I was hunting out behind my house with my uncle and we got out there at six-o-clock am and the waited there until nine oâclock at night. The dear finally started to come in and one dear got close enough for me to shoot. I drew my bow and shot at it but it was so dark I could hardly see and I missed it. My uncle didnât even see it until the last second and when I pulled the trigger of the release I knew straight away that it was going to miss. All you could hear was the dear running away and the arrow crashing through all the leaves. So later that nigh we went home really hungry.,5,I used patience lot times I think patience Ive hunting  You sit talk stay still  I hunting behind house uncle got sixoclock waited nine oclock night  The dear finally started come one dear got close enough shoot  I drew bow shot dark I could hardly see I missed  My uncle didnt even see last second I pulled trigger release I knew straight away going miss  All could hear dear running away arrow crashing leaves  So later nigh went home really hungry ,564,154,8,3.6623376623376624,0,19,35,10,21
235,236,7,"A time when I was patient was when I ordered a in the mail. It was a cool and I was ordering a online. When I got to the shipping, I paid it, and went to the check-out screen. I saw the time of how long it would take to get to my house. It said weeks.â@CAPS3?!âI exclaimed.âThatâs a long time.â@CAPS4 it was decided. I had to make through weeks. I was ready. I waited. And waited. And waited some more. Until one I saw a The address said â@CAPS6 I was happy! This incident taught me to always be patient, because chances are, youâll get yar wanting in the end.",6,A time I patient I ordered mail  It cool I ordering online  When I got shipping  I paid  went checkout screen  I saw time long would take get house  It said weeks  CAPS   I exclaimedThats long time  CAPS decided  I make weeks  I ready  I waited  And waited  And waited  Until one I saw The address said   CAPS I happy  This incident taught always patient  chances  youll get yar wanting end ,418,118,13,3.542372881355932,1,20,30,8,3
236,237,7,"That warm tear running down my cheek, the hot wind blowing my blond hair out of my face. The only thing I could think about was why god had to take her so soon. Lets go back a week ago. We had just got the news my grandmother was going up to heven with the angels very soon. As soon as the next day we were on a plane heading to This was my dads mother; he was calm at the time but we all had to be patient with him because he was the closest with her out of the children. When we finaly took off we were in turbulence the whole hour flight. Which ment we couldnât get up, food, and also the queezy feeling in your stomach. It was the Flying experience Iâve ever had. I flew all the time, just this time it was horrible! We had to take stops till we got to the Then another minutes till our bags came in. I was so happy to get out of that death trap! When we got to the house, I had my last time with my grandmother. Itâs a : memory I will never forget. The stuborn little smerk on her face when we walked in was priceless. One thing I will never forget was my nickname from her âchicken little.â",7,That warm tear running cheek  hot wind blowing blond hair face  The thing I could think god take soon  Lets go back week ago  We got news grandmother going heven angels soon  As soon next day plane heading This dads mother  calm time patient closest children  When finaly took turbulence whole hour flight  Which ment couldnt get  food  also queezy feeling stomach  It Flying experience Ive ever  I flew time  time horrible  We take stops till got Then another minutes till bags came  I happy get death trap  When got house  I last time grandmother  Its  memory I never forget  The stuborn little smerk face walked priceless  One thing I never forget nickname chicken little,844,228,15,3.7017543859649122,8,44,46,15,21
237,238,7,"â@CAPS1! said, âI wanna go first!â the time in cheerleading this girl named thought she was the first to do everything. Oh yeah my name is Iâm always a fiuter along with Iâm always patient and wait my turn because I dont wanna complain or be a poor spot. â@CAPS3 set! down up the two bases and backspots yell. They pop out and up thenscream â@CAPS5!â â@CAPS6 job.â says. â@CAPS8, itâs my turn, you can do this your better then her.â I thought to myself â@CAPS9 we can do this. âOne of are bases said. I get Hand on shoulders to get poped up into the air. Are other base says â@NUM1, down up! Okay, â@CAPS6 job cheers but loss. âI was so excited, âI just did a pop without messing up my I thought with excitement. Being patient might be after From that day on Iâve always be patient. It can really help you out so you know what you have to work on or work less on.",6,  CAPS  said  I wan na go first   time cheerleading girl named thought first everything  Oh yeah name Im always fiuter along Im always patient wait turn I dont wan na complain poor spot    CAPS set  two bases backspots yell  They pop thenscream   CAPS     CAPS job says    CAPS  its turn  better her I thought   CAPS  One bases said  I get Hand shoulders get poped air  Are base says   NUM   Okay    CAPS job cheers loss  I excited  I pop without messing I thought excitement  Being patient might From day Ive always patient  It really help know work work less ,643,175,14,3.6742857142857144,9,34,42,10,19
238,239,7,"Are you good with being patient? Sometimes I am but sometimes not going to tell you a story when I was patient when normally not patient in situations like this. I had want to school with my mom so she can take a test drop me at the mall to meet my friends up there. While I was waiting I was texting and on the internet, my stomach started to rumble, I was hungry. I wanted to text my mom and make her rush so I can get something to eat as I was texting I stopped and thought about what was I about to do. I knew hard long she had studied for that test. I didn`t want her to get a bad grade so I just sat there. I texted people. People called me so my mind was off food. After my mom finished her test she came out the room. I asked her â@CAPS5 did it go?â she looked at me smiled and said âI felt confident, but know hungry I shouted out âme toâ we got in the car and went to subway. I had got the forest now meal. With cooking, chips, and a drink it was delicious. My mom had dropped me off at the mall I told my friends what happened. We laughed for some reason. we went charlete, and others places as well. After I thought about it I never want to do that again. I was starting and my but started to hurt. I sat there for hours with nothing to do never again will I do that. At least I had bounding rime with my mom. Thatâs one bright side.",6,Are good patient  Sometimes I sometimes going tell story I patient normally patient situations like  I want school mom take test drop mall meet friends  While I waiting I texting internet  stomach started rumble  I hungry  I wanted text mom make rush I get something eat I texting I stopped thought I  I knew hard long studied test  I  want get bad grade I sat  I texted people  People called mind food  After mom finished test came room  I asked   CAPS go   looked smiled said I felt confident  know hungry I shouted me to got car went subway  I got forest meal  With cooking  chips  drink delicious  My mom dropped mall I told friends happened  We laughed reason  went charlete  others places well  After I thought I never want  I starting started hurt  I sat hours nothing never I  At least I bounding rime mom  Thats one bright side ,1030,282,21,3.652482269503546,11,38,75,14,21
239,240,7,A time when I was patient was when I was at school. I was waiting for my sience teacher to call on me to get ready to go. I was siting down in my seat. She was calling people to stand by the door to get ready to go to their next class.,4,A time I patient I school  I waiting sience teacher call get ready go  I siting seat  She calling people stand door get ready go next class ,179,53,4,3.3773584905660377,2,9,15,3,1
240,241,7,"Patient when is are food going to be her (said you half to be patient, said wall in so said Well you will have to unit ok; hears your food (yes shouts patience is all ways the??? Iâm done ending lets go said hides hold on how do finish my food hurry patience, fine) Iâm done. Wow that??? ??? ??? patience is the ???.you ready yup, off we go,??? Success lala- whait you poist it and all right btd an, hurry patience, said fine Iâll just go slower and Iâll have patience. Where here ???â¦@NUM1 min.??? this is a good new that was a good right ??? I right Iâm dad you have ??? now and soo thanks. Hay look at that dymp talking down strands us, where replied the story building wach out said patience said, you donât need patience yes I do just i.k I tolâ¦splat if only I wasnât a patient.",4,Patient food going  said half patient  said wall said Well unit ok  hears food  yes shouts patience ways    Im done ending lets go said hides hold finish food hurry patience  fine  Im done  Wow          patience    you ready yup  go     Success lala whait poist right btd  hurry patience  said fine Ill go slower Ill patience  Where      NUM min    good new good right    I right Im dad    soo thanks  Hay look dymp talking strands us  replied story building wach said patience said  dont need patience yes I ik I tolsplat I wasnt patient ,570,159,14,3.5849056603773586,12,36,48,13,11
241,242,7,Have you ever had tot waiting hour line? this is what it was like for me and We were at ceder point waiting to ride too thrill dragster. We had just got there the first thing we decided to do was ride the top thrill dragseter but the line was about a three hour wait we went anyway. We had just fineshed our first hour of waiting but it felt like three. I knew I had to be patient and relaxe but it just felt like forever. after anthor hour my stomach started to growl I checked my watch it was we had got here at I was starving and tiered but I stayed finaly an hour later it was our turn when I got off I knew it had been worth it to be patient. In conclusion I learned that patience is something you half to have for a lot of thing in life.,6,Have ever tot waiting hour line  like We ceder point waiting ride thrill dragster  We got first thing decided ride top thrill dragseter line three hour wait went anyway  We fineshed first hour waiting felt like three  I knew I patient relaxe felt like forever  anthor hour stomach started growl I checked watch got I starving tiered I stayed finaly hour later turn I got I knew worth patient  In conclusion I learned patience something half lot thing life ,582,155,7,3.7548387096774194,9,26,45,8,10
242,243,7,"Don't you ever whis ever one in the world would be patience, if you don't I do. Lucky for me one time I was a not so good girl and I did something I was not suppos to do, but since I have such grate parent they were trying there best to be patience with me, like all parent they had to give me a lecksore about what I did, but they did not let me got out of the hock that easy. ""@CAPS1 please come down to the office"" I herd on the anoament, I was walking down one hallway I was really??? ""what have I done"" I ask myself, I was thinking really hard. By no time I was at the office ""yes"" I said to the person that was there ""Do you now why your hear"" said ""no"" I replayed. ""@CAPS4 I been having some complain from these girl"" had told me ""@CAPS4 oo ya"" I said ""@CAPS4 ya what"" said ""was the only reason why I was bing mean was because they were bing mean and they were bing so suck up they would tell my friends that the only reason I hanged out with them was because they had money wich was not true"" I said ""ok I get were your comeing from, let me call them down"" said."" and alesay come down to the office please."" they came down the hallway I could hear there foot step. I really did not want to talk to them to be contined.",5,Do nt ever whis ever one world would patience  nt I  Lucky one time I good girl I something I suppos  since I grate parent trying best patience  like parent give lecksore I  let got hock easy    CAPS please come office  I herd anoament  I walking one hallway I really     I done  I ask  I thinking really hard  By time I office  yes  I said person  Do hear  said   I replayed    CAPS I complain girl  told   CAPS oo ya  I said   CAPS ya  said  reason I bing mean bing mean bing suck would tell friends reason I hanged money wich true  I said  ok I get comeing  let call  said   alesay come office please   came hallway I could hear foot step  I really want talk contined ,926,257,9,3.603112840466926,17,43,69,12,20
243,244,7,"One thing I am not very at ient with is the meap. The reason I am not patient with the meap because it is very boring you can not talk and it is dull. I hate the meap it is very difficult, you donât see tenn see or doing the meap. The meap expect you to do to much work the meap is one of the reason I dislike michgan. The meap asking you questions and words you never saw or herd before. In my opinion we are going to do meap I wou ld prefer them to ask question and words that we know. Another thing I dont like about it is that they grade our writing on opinion they grade of what they think of it. To mi the meap is stupid I had a choice I would chose not to do it. Since the meap is important I do it for my grade. These are the reason why I am very inpatient with the meap.",4,One thing I ient meap  The reason I patient meap boring talk dull  I hate meap difficult  dont see tenn see meap  The meap expect much work meap one reason I dislike michgan  The meap asking questions words never saw herd  In opinion going meap I wou ld prefer ask question words know  Another thing I dont like grade writing opinion grade think  To mi meap stupid I choice I would chose  Since meap important I grade  These reason I inpatient meap ,600,169,10,3.5502958579881656,16,27,42,10,9
244,245,7,When I was little I was pasent I would always sit and what for derection my mom always liked it that way now sence bigger she think's inpasent your what not I am pasent I get along I am not ancey I m not the type when they say (when are we going yu gu) That is I when was learning how to speak I geuss that is how it gose and I was pagent because my mom and dad were having a talk and I was not about to here it it was gurorope talk.,4,When I little I pasent I would always sit derection mom always liked way sence bigger think s inpasent I pasent I get along I ancey I type say  going yu gu  That I learning speak I geuss gose I pagent mom dad talk I gurorope talk ,334,97,1,3.443298969072165,14,11,24,7,9
245,246,7,My mom patient because I use her phone a lot to text and to my girlfriend and to text and call friends she tells me when i get a text or a call when she needs to use it.,3,My mom patient I use phone lot text girlfriend text call friends tells get text call needs use ,130,39,1,3.3333333333333335,1,8,8,1,0
246,247,7,"A time when I was patient was for My mom told my she was getting me a fo I was so happy then when come and I was opening my presentâs there was no So I asked her about it she said she would get it when taxes came so I had to be patient and wait for months and a couple of days. I was mad cause I thought she had it. So I just had to go to school and wait and wait until came. It seemed like the dayâs got longer and longer. I was getting mader and mader that was the longest months ever I didnât even know it could feel so long like that I though a year went by. Ater went by it was finally but I didnât get it to like the end of the month that just crushed my little heart so bodly to wait for some thing that long that I wanted so bad. When I got it was so fuh to play with all the games and appâs and the conqurors is it was amazing.If something was to happen to it I would be destroyed. A is expensive, but once you get it you have to take care of it. Thatâs why is keeping in a special place away from little kids. I dont even let them play with it at all and if I feel hide they might can play with my supervision thatâs the only time they can play. That thing cost to much money to get lost or broken. Specially after all that time I had to wait. My little sister is getting some thing like it but itâs some kind educational one. My little brother is getting, a ds..Iâm happy they getting some thing they can stop asking for my stuff. My mom is getting me some games to it for my birthday I had one but my little brother or sister lost it I was so angry how they cant play it at all. That was defenitly some thing to wait and be patient about. Thatâs why??? can play it because Iâm saved of il getting lost or broke. If it does my mom wont get another one.",7,A time I patient My mom told getting fo I happy come I opening presents So I asked said would get taxes came I patient wait months couple days  I mad cause I thought  So I go school wait wait came  It seemed like days got longer longer  I getting mader mader longest months ever I didnt even know could feel long like I though year went  Ater went finally I didnt get like end month crushed little heart bodly wait thing long I wanted bad  When I got fuh play games apps conqurors amazingIf something happen I would destroyed  A expensive  get take care  Thats keeping special place away little kids  I dont even let play I feel hide might play supervision thats time play  That thing cost much money get lost broken  Specially time I wait  My little sister getting thing like its kind educational one  My little brother getting  ds  Im happy getting thing stop asking stuff  My mom getting games birthday I one little brother sister lost I angry cant play  That defenitly thing wait patient  Thats    play Im saved il getting lost broke  If mom wont get another one ,1354,386,19,3.5077720207253886,14,58,96,23,25
247,248,7,"The first time I baby sat was with little girls. A toddler named and a baby named After their parents left, everything was fine. That is, started crying like crazy. At first, I thought she was saying, â@CAPS3, I realized she was saying, â@CAPS5, Her is a blanket and when I handed it to her, she stopped immeadiently! Now I realize how patient I was with her. Iâm glad I figured out what she wanted. Hopefully, next time Iâll be just as patient.",6,The first time I baby sat little girls  A toddler named baby named After parents left  everything fine  That  started crying like crazy  At first  I thought saying    CAPS  I realized saying    CAPS  Her blanket I handed  stopped immeadiently  Now I realize patient I  Im glad I figured wanted  Hopefully  next time Ill patient ,341,85,7,4.011764705882353,2,14,26,7,4
248,249,7,When I had to patient one of my most memorable time when. I had to patient was when I ordered my first cleric guitar I ordered my guitar of of areputibal guitar website that my guitar teacher I waited and I waited tell finially I got my guitar I took it out of the and it was chipied. I was extremly angry. We sent the guitar for a new one about I got another guitar a so I though opened it up. It was the same guitar I had sent I was even more angry. So again we sent the guitar hoping that we would finally get the wright one. It was and I got my guitar. I was so happy and this time it was not angry I was so happy when my guitar will come and will ice wich is my birthday.,6,When I patient one memorable time  I patient I ordered first cleric guitar I ordered guitar areputibal guitar website guitar teacher I waited I waited tell finially I got guitar I took chipied  I extremly angry  We sent guitar new one I got another guitar I though opened  It guitar I sent I even angry  So sent guitar hoping would finally get wright one  It I got guitar  I happy time angry I happy guitar come ice wich birthday ,525,144,8,3.6458333333333335,7,19,33,12,12
249,250,7,Patience is a special skill for some people and some its very hard. When I was a little girl I was never had any patience and even now. I do not have any either but my friend was always patient for me yah she would tell me to hurry up or lll leave but I would just start laughing and come down right away. She waited for me to pick up a stray cat and jekc it to the pound thatâs what she would always do to. Patience I will probebly never lean till like older but I know I will learn it someday. One time my friend waited for hours just to learn about history I would have never learned that my but then again she did get ??? ???? on her homework. so her patience for that was like really cool and she told me that patience is a number one priority. his was one time my friend had patience.,5,Patience special skill people hard  When I little girl I never patience even  I either friend always patient yah would tell hurry lll leave I would start laughing come right away  She waited pick stray cat jekc pound thats would always  Patience I probebly never lean till like older I know I learn someday  One time friend waited hours learn history I would never learned get        homework  patience like really cool told patience number one priority  one time friend patience ,613,161,10,3.8074534161490683,4,24,31,9,21
250,251,7,"It was a bright sunny day and there was a long line outside the airport. People were waiting for their flight to It has been three hours and everyone was getting impatient, but there was a young little boy in the group that didnât seem to complain, he was very patient. Now it has to be five hours, their flight has been delayed, the sun went down, and there was a riot going on, but still the little young boy was still waiting patiently. It has now been twelve hours, people begain to leave, it was midnight, and yet the boy was still waiting there and has not yet move. Now there was only fifteen people left, it was dusk, and yet the boy waited there patiently. There flight has arrived and only there was three people there. They went in the plane. The other people that left saw the plane ready to take off and ran towared it. But they were too late and the only people who made it to was the two girls and the patient boy. The end.",7,It bright sunny day long line outside airport  People waiting flight It three hours everyone getting impatient  young little boy group didnt seem complain  patient  Now five hours  flight delayed  sun went  riot going  still little young boy still waiting patiently  It twelve hours  people begain leave  midnight  yet boy still waiting yet move  Now fifteen people left  dusk  yet boy waited patiently  There flight arrived three people  They went plane  The people left saw plane ready take ran towared  But late people made two girls patient boy  The end ,735,183,10,4.016393442622951,2,32,49,14,22
251,252,7,Patience is difficult to do. Waiting in line for something or waiting for a letter to come in the mail. A time when I had to use patiences was when I thought of a great poem. I heard about a book that you could enter your poem and then might put it in the book. So I worked for a couple of days as hard as I could and I only ended up with lines. I couldnât think of anything else so I entered the poem. It said on their website that the letter will arive in to business days so I waited for a long time. One day months from when I sent the poem in I got an apology letter for it being so long for them to respond. Anyways I kept reading and it said that I used patience.,6,Patience difficult  Waiting line something waiting letter come mail  A time I use patiences I thought great poem  I heard book could enter poem might put book  So I worked couple days hard I could I ended lines  I couldnt think anything else I entered poem  It said website letter arive business days I waited long time  One day months I sent poem I got apology letter long respond  Anyways I kept reading said I used patience ,519,143,9,3.629370629370629,4,29,27,5,10
252,253,7,This was one day when I had to do something that I didnât want to do and if I didnât do it I couldnât go no were or go to the movies. When I was at my aunt house an I had to clean up her house an I didnât want to do it so she had told me that her house should be clean when she come back home an I was the only one there. When I went to point everybody went on this scary high in the sky ride an you have to take your shoes of than we got something to eat. The next day when everybody wolk up we heat from the hotel and went home an ate breakfast an than I didnât wonât to ride my uncle four wheeler down the hill but he had started it up an push it but I had on knee pads and elbow pads and gloves. When I got to my grandma house. I didnât know that every body was help but I dint want to but my mum made me help so nobody went outside to play football it was a good game cause I look out the window the whole game I didnât patient cause I wasnât in it. Wow a was watching the football game out the window the other childs run out the door an I was not done with the wall,3,This one day I something I didnt want I didnt I couldnt go go movies  When I aunt house I clean house I didnt want told house clean come back home I one  When I went point everybody went scary high sky ride take shoes got something eat  The next day everybody wolk heat hotel went home ate breakfast I didnt wont ride uncle four wheeler hill started push I knee pads elbow pads gloves  When I got grandma house  I didnt know every body help I dint want mum made help nobody went outside play football good game cause I look window whole game I didnt patient cause I wasnt  Wow watching football game window childs run door I done wall,820,247,7,3.3198380566801617,7,48,57,13,13
